Gene_Family	Sub_Family	Genomic_Locus_Tag
Homeobox Transcription Factor Family	NULL	At2g17950
Homeobox Transcription Factor Family	NULL	At2g23760
Homeobox Transcription Factor Family	NULL	At2g27220
Homeobox Transcription Factor Family	NULL	At2g27990
Homeobox Transcription Factor Family	NULL	At2g33880
Homeobox Transcription Factor Family	NULL	At2g35940
Homeobox Transcription Factor Family	NULL	At3g03660
Homeobox Transcription Factor Family	NULL	At3g11260
Homeobox Transcription Factor Family	NULL	At3g18010
Homeobox Transcription Factor Family	NULL	At3g19510
Homeobox Transcription Factor Family	NULL	At4g02560
Homeobox Transcription Factor Family	NULL	At4g08150
Homeobox Transcription Factor Family	NULL	At4g32980
Homeobox Transcription Factor Family	NULL	At4g34610
Homeobox Transcription Factor Family	NULL	At4g35550
Homeobox Transcription Factor Family	NULL	At4g36870
Homeobox Transcription Factor Family	NULL	At5g02030
Homeobox Transcription Factor Family	NULL	At5g05770
Homeobox Transcription Factor Family	NULL	At5g17810
Homeobox Transcription Factor Family	NULL	At5g44180
Homeobox Transcription Factor Family	NULL	At5g45980
Homeobox Transcription Factor Family	NULL	At5g46010
Homeobox Transcription Factor Family	NULL	At5g59340
Homeobox Transcription Factor Family	NULL	At2g01430
Homeobox Transcription Factor Family	NULL	At1g62360
Homeobox Transcription Factor Family	NULL	At4g03250
Homeobox Transcription Factor Family	NULL	At5g53980
HRT Transcription Factor Family	NULL	At4g26170
HRT Transcription Factor Family	NULL	At5g56780
HRT Transcription Factor Family	NULL	At5g56770
HSF Transcription Factor Family	NULL	At4g13980
HSF Transcription Factor Family	NULL	At5g16820
HSF Transcription Factor Family	NULL	At5g62020
HSF Transcription Factor Family	NULL	At5g45710
HSF Transcription Factor Family	NULL	At4g11660
HSF Transcription Factor Family	NULL	At4g18880
HSF Transcription Factor Family	NULL	At4g17750
HSF Transcription Factor Family	NULL	At3g24520
HSF Transcription Factor Family	NULL	At4g36990
HSF Transcription Factor Family	NULL	At1g32330
HSF Transcription Factor Family	NULL	At5g03720
HSF Transcription Factor Family	NULL	At1g67970
HSF Transcription Factor Family	NULL	At3g63350
HSF Transcription Factor Family	NULL	At5g43840
HSF Transcription Factor Family	NULL	At3g22830
HSF Transcription Factor Family	NULL	At1g46264
HSF Transcription Factor Family	NULL	At2g26150
HSF Transcription Factor Family	NULL	At2g41690
HSF Transcription Factor Family	NULL	At3g02990
HSF Transcription Factor Family	NULL	At3g51910
HSF Transcription Factor Family	NULL	At5g54070
HSP70s	NULL	At1g16030
HSP70s	NULL	At1g56410
HSP70s	NULL	At3g09440
HSP70s	NULL	At3g12580
HSP70s	NULL	At5g02490
HSP70s	NULL	At5g02500
Hypothetical proteins	NULL	At3g25030
Hypothetical proteins	NULL	At3g28140
Hypothetical proteins	NULL	At4g13100
Hypothetical proteins	NULL	At5g40190
IDZ Gene Family	INDETERMINATE1-like zinc finger protein IDZ family	At4g02670
IDZ Gene Family	INDETERMINATE1-like zinc finger protein IDZ family	At3g13810
IDZ Gene Family	INDETERMINATE1-like zinc finger protein IDZ family	At5g44160
IDZ Gene Family	INDETERMINATE1-like zinc finger protein IDZ family	At1g55110
IDZ Gene Family	INDETERMINATE1-like zinc finger protein IDZ family	At5g66730
IDZ Gene Family	INDETERMINATE1-like zinc finger protein IDZ family	At1g03840
IDZ Gene Family	INDETERMINATE1-like zinc finger protein IDZ family	At5g60470
IDZ Gene Family	INDETERMINATE1-like zinc finger protein IDZ family	At3g50700
IDZ Gene Family	INDETERMINATE1-like zinc finger protein IDZ family	At3g45260
IDZ Gene Family	INDETERMINATE1-like zinc finger protein IDZ family	At5g03150
IDZ Gene Family	INDETERMINATE1-like zinc finger protein IDZ family	At2g02070
Inorganic Solute Cotransporters	Ammonium transporter	AT2G38290
Inorganic Solute Cotransporters	Ammonium transporter family	AT4G13510
Inorganic Solute Cotransporters	Ammonium transporter family	AT3G24300
Inorganic Solute Cotransporters	Ammonium transporter family	AT4G28700
Inorganic Solute Cotransporters	Ammonium transporter family	AT1G64780
Inorganic Solute Cotransporters	Ammonium transporter family	AT3G24290
Inorganic Solute Cotransporters	Cation-chloride co-transporter family	AT1G30450
Inorganic Solute Cotransporters	Cation-chloride co-transporter family	AT2G01280
Inorganic Solute Cotransporters	Copper transport protein-like family	AT5G59030
Inorganic Solute Cotransporters	Copper transport protein-like family	AT5G59040
Inorganic Solute Cotransporters	Copper transport protein-like family	AT3G46900
Inorganic Solute Cotransporters	Copper transport protein-like family	AT2G37920
Inorganic Solute Cotransporters	Copper transport protein-like family	AT5G20650
Inorganic Solute Cotransporters	Fe(II) transporter isolog family	AT4G19690
Inorganic Solute Cotransporters	Fe(II) transporter isolog family	AT5G62160
Inorganic Solute Cotransporters	Fe(II) transporter isolog family	AT1G31260
Inorganic Solute Cotransporters	Fe(II) transporter isolog family	AT4G19680
Inorganic Solute Cotransporters	Fe(II) transporter isolog family	AT2G30080
Inorganic Solute Cotransporters	Fe(II) transporter isolog family	AT2G32270
Inorganic Solute Cotransporters	Fe(II) transporter isolog family	AT1G60960
Inorganic Solute Cotransporters	Fe(II) transporter isolog family	AT4G33020
Inorganic Solute Cotransporters	Fe(II) transporter isolog family	AT1G05300
Inorganic Solute Cotransporters	Fe(II) transporter isolog family	AT3G12750
Inorganic Solute Cotransporters	Fe(II) transporter isolog family	AT1G10970
Inorganic Solute Cotransporters	High affinity nitrate transporter family	AT5G14570
Inorganic Solute Cotransporters	High affinity nitrate transporter family	AT5G60780
Inorganic Solute Cotransporters	High affinity nitrate transporter family	AT3G45060
Inorganic Solute Cotransporters	High affinity nitrate transporter family	AT5G60770
Inorganic Solute Cotransporters	High affinity nitrate transporter family	AT1G08100
Inorganic Solute Cotransporters	High affinity nitrate transporter family	AT1G08090
Inorganic Solute Cotransporters	High affinity nitrate transporter family	AT1G12940
Inorganic Solute Cotransporters	Inorganic phosphate transporter family	AT5G43360
Inorganic Solute Cotransporters	Inorganic phosphate transporter family	AT5G43370
Inorganic Solute Cotransporters	Inorganic phosphate transporter family	AT5G43340
Inorganic Solute Cotransporters	Inorganic phosphate transporter family	AT3G54700
Inorganic Solute Cotransporters	Inorganic phosphate transporter family	AT2G38940
Inorganic Solute Cotransporters	Inorganic phosphate transporter family	AT5G43350
Inorganic Solute Cotransporters	Inorganic phosphate transporter family	AT1G20860
Inorganic Solute Cotransporters	Inorganic phosphate transporter family	AT1G76430
Inorganic Solute Cotransporters	Inorganic phosphate transporter family	AT2G32830
Inorganic Solute Cotransporters	Nramp2 family	AT4G18790
Inorganic Solute Cotransporters	Nramp2 family	AT1G80830
Inorganic Solute Cotransporters	Nramp2 family	AT1G15960
Inorganic Solute Cotransporters	Nramp2 family	AT5G67330
Inorganic Solute Cotransporters	Nramp2 family	AT1G47240
Inorganic Solute Cotransporters	Nramp2 family	AT2G23150
Inorganic Solute Cotransporters	Putative phosphate permease	AT3G26570
Inorganic Solute Cotransporters	Putative potassium transporter family	AT2G30070
Inorganic Solute Cotransporters	Putative potassium transporter family	AT1G01790
Inorganic Solute Cotransporters	Putative potassium transporter family	AT5G09400
Inorganic Solute Cotransporters	Putative potassium transporter family	AT4G13420
Inorganic Solute Cotransporters	Putative potassium transporter family	AT1G70300
Inorganic Solute Cotransporters	Putative potassium transporter family	AT1G60160
Inorganic Solute Cotransporters	Putative potassium transporter family	AT4G19960
Inorganic Solute Cotransporters	Putative potassium transporter family	AT5G14880
Inorganic Solute Cotransporters	Putative potassium transporter family	AT4G23640
Inorganic Solute Cotransporters	Putative potassium transporter family	AT1G31120
Inorganic Solute Cotransporters	Putative potassium transporter family	AT3G02050
Inorganic Solute Cotransporters	Putative potassium transporter family	AT4G04850
Inorganic Solute Cotransporters	Putative potassium transporter family	AT2G35060
Inorganic Solute Cotransporters	Putative potassium transporter family	AT2G40540
Inorganic Solute Cotransporters	Putative potassium transporter family	AT4G33530
Inorganic Solute Cotransporters	Putative potassium transporter family	AT4G00630
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT1G22150
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT1G78000
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT2G25680
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT5G19600
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT1G80310
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT3G15990
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT3G15990
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT4G08620
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT1G23090
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT5G10180
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT5G13550
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT4G02700
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT1G77990
Inorganic Solute Cotransporters	Putative sulfate transporter family	AT3G12520
Inorganic Solute Cotransporters	Putative zinc transporter ZIP2 - like family	AT1G55910
Inorganic Solute Cotransporters	Putative zinc transporter ZIP2 - like family	AT5G59520
Inorganic Solute Cotransporters	Sodium transporter	AT4G10310
Inorganic Solute Cotransporters	Zinc transporter (ZAT) family	AT2G29410
Inorganic Solute Cotransporters	Zinc transporter (ZAT) family	AT2G46800
Inorganic Solute Cotransporters	Zinc transporter (ZAT) family	AT3G58810
Inorganic Solute Cotransporters	Zinc transporter (ZAT) family	AT3G61940
Ion Channel Families	Anion channel protein family	AT5G40890
Ion Channel Families	Anion channel protein family	AT5G49890
Ion Channel Families	Anion channel protein family	AT5G33280
Ion Channel Families	Anion channel protein family	AT3G27170
Ion Channel Families	Anion channel protein family	AT5G26240
Ion Channel Families	Cyclic nucleotide gated channel family	AT5G54250
Ion Channel Families	Cyclic nucleotide gated channel family	AT2G23980
Ion Channel Families	Cyclic nucleotide gated channel family	AT5G57940
Ion Channel Families	Cyclic nucleotide gated channel family	AT5G14870
Ion Channel Families	Cyclic nucleotide gated channel family	AT1G15990
Ion Channel Families	Cyclic nucleotide gated channel family	AT1G19780
Ion Channel Families	Cyclic nucleotide gated channel family	AT1G01340
Ion Channel Families	Cyclic nucleotide gated channel family	AT4G30360
Ion Channel Families	Cyclic nucleotide gated channel family	AT4G30560
Ion Channel Families	Cyclic nucleotide gated channel family	AT4G01010
Ion Channel Families	Cyclic nucleotide gated channel family	AT5G15410
Ion Channel Families	Cyclic nucleotide gated channel family	AT5G53130
Ion Channel Families	Cyclic nucleotide gated channel family	AT3G17690
Ion Channel Families	Cyclic nucleotide gated channel family	AT3G17700
Ion Channel Families	Cyclic nucleotide gated channel family	AT2G28260
Ion Channel Families	Cyclic nucleotide gated channel family	AT3G48010
Ion Channel Families	Cyclic nucleotide gated channel family	AT2G24610
Ion Channel Families	Cyclic nucleotide gated channel family	AT2G46430
Ion Channel Families	Cyclic nucleotide gated channel family	AT2G46440
Ion Channel Families	Cyclic nucleotide gated channel family	AT2G46450
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT5G27100
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT5G48400
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT5G48410
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT1G42540
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT2G17260
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT3G51480
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT3G04110
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT1G05200
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT2G24710
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT2G24720
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT2G29100
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT2G29110
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT2G29120
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT2G32390
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT2G32400
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT4G31710
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT4G35290
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT5G11180
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT5G11210
Ion Channel Families	Glutamate Receptor (ATGLR) Family	AT3G07520
Ion Channel Families	KCO5 protein family	AT1G02510
Ion Channel Families	KCO5 protein family	AT4G18160
Ion Channel Families	KCO5 protein family	AT4G01840
Ion Channel Families	KCO5 protein family	AT5G46370
Ion Channel Families	KCO5 protein family	AT5G55630
Ion Channel Families	KCO-like protein 3 family	AT5G46360
Ion Channel Families	Putative calcium channel	AT4G03560
Ion Channel Families	Stelar K+ outward rectifying channel (SKOR) family	AT2G26650
Ion Channel Families	Stelar K+ outward rectifying channel (SKOR) family	AT4G32500
Ion Channel Families	Stelar K+ outward rectifying channel (SKOR) family	AT4G22200
Ion Channel Families	Stelar K+ outward rectifying channel (SKOR) family	AT4G32650
Ion Channel Families	Stelar K+ outward rectifying channel (SKOR) family	AT5G46240
Ion Channel Families	Stelar K+ outward rectifying channel (SKOR) family	AT4G18290
Ion Channel Families	Stelar K+ outward rectifying channel (SKOR) family	AT2G25600
Ion Channel Families	Stelar K+ outward rectifying channel (SKOR) family	AT5G37500
Ion Channel Families	Stelar K+ outward rectifying channel (SKOR) family	AT3G02850
JUMONJI Transcription Factor Family	NULL	At1g08620
JUMONJI Transcription Factor Family	NULL	At1g30810
JUMONJI Transcription Factor Family	NULL	At2g34880
JUMONJI Transcription Factor Family	NULL	At2g38950
JUMONJI Transcription Factor Family	NULL	At4g20400
Kinesins	Kinesin-like proteins	AT1G55550
Kinesins	Kinesin-like proteins	AT1G12430
Kinesins	Kinesin-like proteins	AT1G18550
Kinesins	Kinesin-like proteins	AT1G20060
Kinesins	Kinesin-like proteins	AT3G19050
Kinesins	Kinesin-like proteins	AT3G23670
Kinesins	Kinesin-like proteins	AT4G05190
Kinesins	Kinesin-like proteins	AT3G63480
Kinesins	Kinesin-like proteins	AT5G66310
Kinesins	Kinesin-like proteins	AT1G18370
Kinesins	Kinesin-like proteins	AT5G06670
Kinesins	Kinesin-like proteins	AT5G42490
Kinesins	Kinesin-like proteins	AT4G14150
Kinesins	Kinesin-like proteins	AT4G14330
Kinesins	Kinesin-like proteins	AT4G38950
Kinesins	Kinesin-like proteins	AT4G39050
Kinesins	Kinesin-like proteins	AT3G43210
Kinesins	Kinesin-like proteins	AT3G44050
Kinesins	Kinesin-like proteins	AT3G50240
Kinesins	Kinesin-like proteins	AT5G02370
Kinesins	Kinesin-like proteins	AT1G59540
Kinesins	Kinesin-like proteins	AT1G72250
Kinesins	Kinesin-like proteins	AT5G65930
Kinesins	Kinesin-like proteins	AT5G27000
Kinesins	Kinesin-like proteins	AT1G21730
Kinesins	Kinesin-like proteins	AT3G10310
Kinesins	Kinesin-like proteins	AT3G16060
Kinesins	Kinesin-like proteins	AT3G16630
Kinesins	Kinesin-like proteins	AT3G17360
Kinesins	Kinesin-like proteins	AT3G20150
Kinesins	Kinesin-like proteins	AT3G49650
Kinesins	Kinesin-like proteins	AT3G54870
Kinesins	Kinesin-like proteins	AT5G27550
Kinesins	Kinesin-like proteins	AT5G41310
Kinesins	Kinesin-like proteins	AT5G47820
Kinesins	Kinesin-like proteins	AT5G54670
Kinesins	Kinesin-like proteins	AT1G63640
Kinesins	Kinesin-like proteins	AT3G45850
Kinesins	Kinesin-like proteins	AT4G21270
Kinesins	Kinesin-like proteins	AT4G27180
Kinesins	Kinesin-like proteins	AT1G18410
Kinesins	Kinesin-like proteins	AT5G60930
Kinesins	Kinesin-like proteins	AT1G09170
Kinesins	Kinesin-like proteins	AT1G73860
Kinesins	Kinesin-like proteins	AT2G21300
